url, no of iframe tags,no of hidden elements,no. script elements,presence of meta refresh tags,no of object tag,no of urls,presence of double documents,label
https://lloydbanking-payee-secure-removalgb.com/Login.php,0,0,0,0,0,0,0,1
http://mentalcalculations.150m.com/,1,0,2,False,0,20,0,0
http://www.buytea.com/,0,0,0,0,0,0,0,0
https://wadidiaabaodnaminjadidnchofowachnsaw.blogspot.com/,0,0,0,0,0,0,0,1
https://mobilepushfb.com/connect.html?timelimit=5e38fff58eb466209cea5ccf83e7686e,0,0,0,0,0,0,0,1
"https://services.runescape.com-vzla.ru/m=weblogin/loginform394,789,219,87991111,2167",0,0,1,False,0,0,0,1
http://www.angelfire.com/tx/sunpress/,0,0,0,False,0,0,True,0
http://betsyvintage.com/,0,0,0,0,0,0,0,0
http://www.virtual-agent.com/,0,0,0,0,0,0,0,0
http://www.viewfromablue.com/,2,0,14,False,0,54,0,0
https://cwsweets.co.uk/ali/ali/login.php?email=jdeim@fisherstech.com,0,0,0,0,0,0,0,1
http://thomascoffee.com/,0,0,0,0,0,0,0,0
http://www.ohioseeburgrepair.com/,19,0,4,False,0,29,0,0
http://www.infouse.com/planemath/activities/flightpath/flightpathhome.html,0,0,0,0,0,0,0,0
https://u1928111.ct.sendgrid.net/ls/click?upn=x3R1v2zeUfUL1gFztPu8PWz2-2FYcQFvuol-2BlNlrZBqzU-3DfNFJ_st4ohuKcGF1-2Ffnirq9rLSuDzzv5WXEi8vNAcW2G-2FazXV5L-2FRdimNIj8-2FmsYgJFhbwq1LmZAhyFk1CEG6hlsIg-2FaapTFQa5yY66NIkKhj1LSmUeFgO8CiNSzmpC7mhe7hkYwOzQfrfnBXk98F64E7W-2BfgyUpqKy9hyOI7dISQMdI4Lhp3KPTAar3GQer3iNKNILRvNxjkN1sQdiFtJKS-2BvGkMcoDoZM9PWAgoKVt3GjpLbB0DW2tGGMtItaVGQn9B,0,0,0,False,0,11,0,1
http://www.theglassjunkie.com/,0,0,3,False,0,48,0,0
http://www.sabtv.com/,0,0,22,False,0,0,0,0
http://dev.klinikmatanusantara.com/log-au/mpp/signin/1c9f/websrc,0,0,0,0,0,0,0,1
http://www.bindass.com/,0,0,0,0,0,0,0,0
http://www.purebits.com/,0,0,5,False,0,5,0,0
http://chase.drshimashadman.ir/index.php,0,0,0,0,0,0,0,1
http://www.prongo.com/math/,0,0,0,0,0,0,0,0
http://www.forbes.com/200best/,0,0,11,False,0,239,0,0
https://fbpjpgbavqqyfhioqijgpfqebi-dot-gle39404049.rj.r.appspot.com/,0,0,1,False,0,0,0,1
https://www.aonzom.co-jp-aarrnnmzoom.icu/,0,0,0,0,0,0,0,1
https://jdjdjdjdjdjdjdjdj.yolasite.com/,0,0,0,0,0,0,0,1
https://accuntesecurity.000webhostapp.com/,0,0,0,0,0,0,0,1
https://www.unauthorisedactivity.com/Login.php,0,0,0,0,0,0,0,1
https://aplicativoonline.tk/atendimento/estilo/,0,0,0,0,0,0,0,1
http://www.philobiblon.com/isitabook/bib.html,0,0,2,False,0,28,0,0
https://o2billingauth-update.com/Login/index?id=d380ff72ce5501db6bded35afb205c0bd380ff72ce5501db6bded35afb205c0b&session=d380ff72ce5501db6bded35afb205c0bd380ff72ce5501db6bded35afb205c0b,0,0,0,0,0,0,0,1
https://sgmwdgtddoqaclebhizhssxkyv-dot-glmar9393293232323.uk.r.appspot.com/,0,0,0,0,0,0,0,1
http://adporbe.club/ADOBE/adobe2021/11ff27fe2905c879211c8d083,0,0,0,0,0,0,0,1
https://monti-paschi-siena.com/index,0,0,0,0,0,0,0,1
http://sites.google.com/site/searchtcs/,1,0,19,False,0,11,0,0
http://benjim.com/all,0,0,0,0,0,0,0,1
http://www.americanantiquarian.org/,0,0,11,False,0,64,0,0
http://www.barnesandnoble.com/,0,0,55,False,0,291,0,0
https://oroma-42f59.web.app/en/mrbunxcgi.php,0,0,0,0,0,0,0,1
https://myroyalmail-dutyfees.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,0,0,0,0,0,0,0,1
https://honorlifecollective.org/admin.casa.it/,0,0,0,0,0,0,0,1
https://royalmail.schedule-parcel-date.com/,0,0,0,0,0,0,0,1
http://www.hulaheaven.net/,0,0,1,False,0,6,0,0
